,title,id,overview,poster_path
4566,Diamond Ruff,325579,"Action - Orphan, con artist, crime boss and millionaire, Diamond Ruff has seen it all. In prison for a murder he did not commit, he meets the Reverend Trek Woods, who overwhelms him with kindness, character and faith in god. Falling in love with April, a young woman with terminal illness, Ruff is again challenged to grow and change. Will he be redeemed? There are no easy answers. -  Felicia Pearson, Fredro Starr, Michael Barra",http://image.tmdb.org/t/p/original//4ETeHJqXwyBQSFfXL9et7cPlkuR.jpg
4567,Conversations with Other Women,15624,"Reunited at a wedding after many years, former lovers again feel the pull of a mutual attraction neither is willing to admit. Escaping the reception for the privacy of a hotel room, the unnamed pair explore the choices of the past that led them to the present.",http://image.tmdb.org/t/p/original//5iA72q3avmveCiOtx1Uaj22pgXI.jpg
4568,Poultrygeist: Night of the Chicken Dead,17287,"Humans... the other white meat... Unless you're black, then it's dark meat... Or if you are Asian, then it's yellow meat... Or if you are Native American, it's red meat...",http://image.tmdb.org/t/p/original//vSeehH4s274kdZXEMKnPE2tlqco.jpg
4569,Mutual Friends,198370,"Surprise parties rarely go well. This one is no different, as a group of 30-somethings head through life, love and a day in New York City.",http://image.tmdb.org/t/p/original//dAUXuqcrAGaFT318snL3sgqGHyv.jpg
4570,42nd Street,3062,"A producer puts on what may be his last Broadway show, and at the last moment a chorus girl has to replace the star.",http://image.tmdb.org/t/p/original//q4UEd8BL74zVsOOaJkKVMLMmdTg.jpg
4571,Rise of the Entrepreneur: The Search for a Better Way,328307,"The world is changing faster than ever. Technology is accelerating, job security is declining and income inequality is increasing. People are overworked and underpaid. With less time and freedom, people are left wondering if there is a better way. Our changing economy has led to the rise of the entrepreneur. The fastest, most dependable and controllable way to become wealthy is to own your own business. This documentary gathers today's best experts and thought leaders to forever change how you view work and wealth. Featuring experts Jordan Adler, John Assaraf, Kody Bateman, Chris Brogan, Richard Bliss Brooke, Ali Brown, Les Brown, Jack Canfield, Harry S. Dent, Jr., Dr. Linda Ferrell, Dr. OC Ferrell, Mark Victor Hansen, Kevin Harrington, Kim Kiyosaki, Robert Kiyosaki, Joseph N. Mariano, Dr. Ivan Misner, Paul Zane Pilzer, Bob Proctor, Susan Sly, Loren Slocum, Kevin Thompson, Brian Tracy, Eric Worre and Sandra Yancey.",https://i.stack.imgur.com/Q3vyk.png
4572,Metropolitan,15389,"A sparkling comedic chronicle of a middle-class young man’s romantic misadventures among New York City’s debutante society. Stillman’s deft, literate dialogue and hilariously highbrow observations earned this debut film an Academy Award nomination for Best Original Screenplay. Alongside the wit and sophistication, though, lies a tender tale of adolescent anxiety.",http://image.tmdb.org/t/p/original//852ZwTRj9tRxkGOT0Pu0Ep8yimk.jpg
4573,As It Is in Heaven,464,A musical romantic tragedy about a famous composer who moves back to his small hometown after having had heart troubles. His search for a simple everyday life leads him into teaching the local church choir which is not easily accepted by the town yet the choir builds a great love for their teacher.,http://image.tmdb.org/t/p/original//cDrwCRBPTNR3WvB9ErX5yfrYtWj.jpg
4574,Roadside,308467,"Dan Summers and his pregnant wife, Mindy, fight for their lives when they are held hostage in their car by an unseen gunman on the side of a desolate mountain road.",http://image.tmdb.org/t/p/original//8qa3KR9rBzflcvXKaCH5NRvKTIn.jpg
4575,Napoleon Dynamite,8193,"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.",http://image.tmdb.org/t/p/original//6Iv6Uwa2SBLN0dSGM00rdrwN4MJ.jpg
4576,Blue Ruin,188166,The quiet life of a beach bum is upended by dreadful news. He sets off for his childhood home to carry out an act of vengeance but proves an inept assassin and finds himself in a brutal fight to protect his estranged family.,http://image.tmdb.org/t/p/original//q0itEsso2drJXqH9kfdidxIT5dF.jpg
4577,Paranormal Activity,23827,"After a young, middle class couple moves into a suburban 'starter' tract house, they become increasingly disturbed by a presence that may or may not be somehow demonic but is certainly most active in the middle of the night. Especially when they sleep. Or try to.",http://image.tmdb.org/t/p/original//1bjA7de4O0NhMsaOqwvrecophUs.jpg
4578,Dogtown and Z-Boys,1282,Dogtown and Z-Boys follows the evolution of skateboarding from the 60's and into the late 70's as skateboarding's california beach boy image is transformed into a low-riding surf oriented style.,http://image.tmdb.org/t/p/original//eb02dpopuAhuThf7nXAAwKtAF88.jpg
4579,Monty Python and the Holy Grail,762,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",http://image.tmdb.org/t/p/original//8AVb7tyxZRsbKJNOTJHQZl7JYWO.jpg
4580,Quinceañera,64499,"As Magdalena's 15th birthday approaches, her simple, blissful life is complicated by the discovery that she's pregnant. Kicked out of her house, she finds a new family with her great-granduncle and gay cousin.",http://image.tmdb.org/t/p/original//bWVL3WHIFqSXVLq3NkDQdWvygLv.jpg
4581,Gory Gory Hallelujah,281189,"Four actors compete for the role of Jesus - a black revolutionary, a bisexual hippie, a Jew, and a feminist. When all four are rejected, they hit the road on bad-ass motorcycles, bound for glory in New York City. But when a run-in with a gang of Elvises ends in murder, they find themselves taken prisoner in a little town called Jackville - where folk don't take kindly to blasphemers. The Jesuses fall prey to an evil conspiracy that can only lead to the Apocalypse.",http://image.tmdb.org/t/p/original//hshvQD8TbxYEr3RaMvnAKVKABH.jpg
4582,Tarnation,1435,"Filmmaker Jonathan Caouette's documentary on growing up with his schizophrenic mother -- a mixture of snapshots, Super-8, answering machine messages, video diaries, early short films, and more -- culled from 19 years of his life.",http://image.tmdb.org/t/p/original//7zeQapdvD8poOizcaHwzmPxN9Km.jpg
4583,I Want Your Money,47546,"Two versions of the American dream now stand in sharp contrast. One views the money you earned as yours and best allocated by you; the other believes that an elite in Washington knows best how to allocate your wealth. One champions the traditional American dream, which has played out millions of times through generations of Americans, of improving one's lot in life and even daring to dream and build big. The other holds that there is no end to the ""good"" the government can do by taking and spending other peoples' money in an ever-burgeoning list of programs. The documentary film I Want Your Money exposes the high cost in lost freedom and in lost opportunity to support a Leviathan-like bureaucratic state.",http://image.tmdb.org/t/p/original//ukFRXI9Dg9JdjebQPFde7Gfel3.jpg
4584,Love in the Time of Monsters,189711,Two sisters travel to a cheesy tourist trap where they battle toxic monsters dressed in bigfoot costumes in order to save the ones they love.,http://image.tmdb.org/t/p/original//mm6hcoQg5tHZ71ydsotXal3EeeO.jpg
4585,The Beyond,19204,"A young woman inherits an old hotel in Louisiana where after a series of supernatural 'accidents', she learns that the building was built over one of the entrances to Hell.",http://image.tmdb.org/t/p/original//pks2FnFRxsuuD2ggED8IUJmaRQx.jpg
4586,What Happens in Vegas,9029,"During a wild vacation in Las Vegas, career woman Joy McNally and playboy Jack Fuller come to the sober realization that they have married each other after a night of drunken abandon. They are then compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money.",http://image.tmdb.org/t/p/original//fyyYnJYIAFmoBYaEZVL47TB4WXr.jpg
4587,The Dark Hours,18045,"Dr. Samantha Goodman is a beautiful, young psychiatrist. Burnt out, she drives to the family’s winter cottage to spend time with her husband and sister. A relaxing weekend is jarringly interrupted when a terrifying and unexpected guest arrives. What follows is an extraordinary night of terror and evil mind games where escape is not an option.",http://image.tmdb.org/t/p/original//zKk3uHSlP5rlNYkZuxBlxmhEFuy.jpg
4588,My Beautiful Laundrette,11240,"Omar, a homosexual Pakistani boy living in London with his alcoholic father, lifts a chunk of drug money from another Pakistani and, with his lover Johnny, decides to renovate a grungy laundrette.",http://image.tmdb.org/t/p/original//hfGWxrtbRnxg19ouEYBtQKtMZcN.jpg
4589,Fabled,43743,"Joseph just broke up with his girlfriend and is not taking it very well. He thinks she is plotting against him with their mutual psychiatrist. His dog is missing and he suspects the people at work might be behind it. Then there is the unshakable guilt over his past. It just might all be bearable, somehow possible to live through, if it weren't for those damned 'monsters' that keep trying to kill him. Through an allegorical 'fable' that is told in parallel with Joseph's struggle, we are left to decide for ourselves in the end, who is the crow and who is the wolf., was someone out to get Joseph, was it a stroke of bad luck, or was it all in his head?",https://i.stack.imgur.com/Q3vyk.png
4590,Show Me,157909,"When two squeegee kids descend upon Sarah and her luxury sedan, the fuse is lit on a tense cat and mouse tale of captors and captives. Sarah is forced to continue her trip to an isolated cottage where the twisted trio bait and entice one another in a reckless search for truth.",https://i.stack.imgur.com/Q3vyk.png
4591,Cries and Whispers,10238,"When a woman dying of cancer in turn-of-the century Sweden is visited by her two sisters, long repressed feelings between the siblings rise to the surface.",http://image.tmdb.org/t/p/original//a1bMgB09YDvvRN9SitCclUYragr.jpg
4592,Intolerance,3059,"The story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history.",http://image.tmdb.org/t/p/original//mATFEpn2n7uIYCiWm2DGTn2AixS.jpg
4593,Trekkies,15800,A hilarious look at the universe's most fervent fans.,http://image.tmdb.org/t/p/original//aiYDbtZm0HNltWDmim1vSAIAJCs.jpg
4594,The Broadway Melody,65203,"Harriet and Queenie Mahoney, a vaudeville act, come to Broadway, where their friend Eddie Kerns needs them for his number in one of Francis Zanfield's shows. Eddie was in love with Harriet, but when he meets Queenie, he falls in love to her, but she is courted by Jock Warriner, a member of the New Yorker high society. It takes a while till Queenie recognizes, that she is for Jock nothing more than a toy, and it also takes a while till Harriet recognizes, that Eddie is in love with Queenie",http://image.tmdb.org/t/p/original//7oaRBmiEjqzLk1j36N8TRSFPebQ.jpg
4595,The Evil Dead,764,"When a group of college students finds a mysterious book and recording in the old wilderness cabin they've rented for the weekend, they unwittingly unleash a demonic force from the surrounding forest.",http://image.tmdb.org/t/p/original//uYxQ6xhP3WjqPZtxyAOnZQWnZqn.jpg
4596,Maniac,103620,"As he helps a young artist with her upcoming exhibition, the owner of a mannequin shop's deadly, suppressed desires come to the surface.",http://image.tmdb.org/t/p/original//nbDkRvhmbYnHDXkoq0sF0PLeo8j.jpg
4597,Censored Voices,319069,"The 1967 'Six-Day' war ended with Israel's decisive victory; conquering Jerusalem, Gaza, Sinai and the West Bank. It is a war portrayed, to this day, as a righteous undertaking - a radiant emblem of Jewish pride. One week after the war, a group of young kibbutzniks, led by renowned author Amos Oz, recorded intimate conversations with soldiers returning from the battlefield. The recording revealed an honest look at the moment Israel turned from David to Goliath. The Israeli army censored the recordings, allowing the kibbutzniks to publish only a fragment of the conversations. 'Censored Voices' reveals the original recordings for the first time.",https://i.stack.imgur.com/Q3vyk.png
4598,Murderball,14278,"Quadriplegics, who play full-contact rugby in wheelchairs, overcome unimaginable obstacles to compete in the Paralympic Games in Athens, Greece.",http://image.tmdb.org/t/p/original//rXqzEpwp0wli8k0N85PP88n3mV3.jpg
4599,American Ninja 2: The Confrontation,25678,"On a remote Caribbean island, Army Ranger Joe Armstrong saves an old friend from the clutches of ""The Lion"", an evil super-criminal who has kidnapped a local scientist and mass-produced an army of mutant Ninja warriors.",http://image.tmdb.org/t/p/original//3RMKV58HKTEARjni54nU4zSAbTI.jpg
4600,51 Birch Street,79161,"Documentary filmmaker Doug Block had every reason to believe his parents' 54-year marriage was a good one. But when his mother dies unexpectedly and his father swiftly marries his former secretary, he discovers two parents who are far more complex and troubled than he ever imagined. 51 Birch Street is a riveting personal documentary that explores a universal human question: how much about your parents do you really want to know?",http://image.tmdb.org/t/p/original//7eG63TqqdUcIyAvPelJajXF3gZN.jpg
4601,Rotor DR1,371690,"In a post-apocalyptic world where half the population is dead or missing and the sky is full of autonomous drones, a 16-year-old boy named Kitch sets out to find his father, joined by DR1, his drone companion.",http://image.tmdb.org/t/p/original//iQ8fn12g3OHUldSaUMwW6vbdONv.jpg
4602,12 Angry Men,389,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",http://image.tmdb.org/t/p/original//ppd84D2i9W8jXmsyInGyihiSyqz.jpg
4603,My Dog Tulip,52032,The story of a man who rescues a German shepherd and how the two become fast friends.,http://image.tmdb.org/t/p/original//rddFypU35mNQxzAy77bXxIZDj8O.jpg
4604,It Happened One Night,3078,"Ellie Andrews has just tied the knot with society aviator King Westley when she is whisked away to her father's yacht and out of King's clutches. Ellie jumps ship and eventually winds up on a bus headed back to her husband. Reluctantly she must accept the help of out-of- work reporter Peter Warne. Actually, Warne doesn't give her any choice: either she sticks with him until he gets her back to her husband, or he'll blow the whistle on Ellie to her father. Either way, Peter gets what he wants... a really juicy newspaper story!",http://image.tmdb.org/t/p/original//wx4ptyx3vlPBVl5DzBA8KomcJww.jpg
4605,Dogtooth,38810,"Three teenagers are confined to an isolated country estate that could very well be on another planet. The trio spend their days listening to endless homemade tapes that teach them a whole new vocabulary. Any word that comes from beyond their family abode is instantly assigned a new meaning. Hence 'the sea' refers to a large armchair and 'zombies' are little yellow flowers. Having invented a brother whom they claim to have ostracized for his disobedience, the uber-controlling parents terrorize their offspring into submission.",http://image.tmdb.org/t/p/original//xUnbL2Uoh4zoc1hJvIV6MDDJpka.jpg
4606,Tupac: Resurrection,21525,"Home movies, photographs, and recited poetry illustrate the life of Tupac Shakur, one of the most beloved, revolutionary, and volatile hip-hop MCs of all time.",http://image.tmdb.org/t/p/original//9pncehmFwpxMyrq4XBHUHXshDBD.jpg
4607,Tumbleweeds,55123,"A woman constantly runs from town to town with her 12 year old daughter to escape failed relationships. The film opens with one escape and the shift into a new start in San Diego. There Mom takes up with a controlling trucker and fights with her weirdo boss. Meanwhile, the daughter, used to making the constant shifts, finds a fit at school including getting chosen for a play lead.",http://image.tmdb.org/t/p/original//2SdW45O7bPDTe0zLzNHhEcacNAk.jpg
4608,The Prophecy,11980,"The angel Gabriel comes to Earth to collect a soul which will end the stalemated war in Heaven, and only a former priest and a little girl can stop him.",http://image.tmdb.org/t/p/original//4ZWFhQipzBHJze2llzCzhrSIZsn.jpg
4609,When the Cat's Away,11956,"When Chloe (Garance Clavel), a young Parisian, decides to take a long-overdue vacation, she has to find someone to look after Gris-Gris, her beloved cat. Everyone, including her gay male roommate, refuses to help her, but she finally makes an arrangement with the elderly Madame Renée (Renée Le Calm), who often watches over other peoples' cats and dogs. However, when Chloe comes back, Madame Renée tells her that unfortunately the cat has been lost, and the unlucky owner goes on a search for her dear animal friend. While looking for the cat, she meets many colorful characters who populate the neighborhood.",http://image.tmdb.org/t/p/original//eEPlz6vAJm9wCLxiHlTpbNgFYs4.jpg
4610,Pieces of April,1550,"Quirky and rebellious April Burns lives with her boyfriend in a low-rent New York City apartment miles away from her emotionally distant family. But when she discovers that her mother has a fatal form of breast cancer, she invites the clan to her place for Thanksgiving. While her father struggles to drive her family into the city, April -- an inexperienced cook -- runs into kitchen trouble and must ask a neighbor for help.",http://image.tmdb.org/t/p/original//qm3jGZwz2UkwwEFEFzSot8T0pz1.jpg
4611,The Big Swap,162396,"In this British drama, Ellen (Sorcha Brooks) and Jack (Antony Edridge) recall a time when they traded partners, and their remarks set a partner-swapping party in motion among four other couples. As the long night's journey into sex progresses, various fears and anxieties surface. Shown at Montreal's 1997 World Film Festival and the 1997 San Sebastian Film Festival.",http://image.tmdb.org/t/p/original//yAg2bhuRaWvs3nYViIGtp6efkbF.jpg
4612,Old Joy,26518,Two old pals reunite for a camping trip in Oregon's Cascade Mountains.,http://image.tmdb.org/t/p/original//4MMqpFUQ24VXhp4i85pM8Ks622K.jpg
4613,Wendy and Lucy,8942,"Wendy, a near-penniless drifter, is traveling to Alaska in search of work, and her only companion is her dog, Lucy. Already perilously close to losing everything, Wendy hits a bigger bump in the road when her old car breaks down and she is arrested for shoplifting dog food. When she posts bail and returns to retrieve Lucy, she finds that the dog is gone, prompting a frantic search for her pet.",http://image.tmdb.org/t/p/original//cSe2AuFL6hL7EYd3jFAdsPtoaqS.jpg
4614,3 Backyards,68412,The story of three people from the same suburban town during the course of one curious autumn day.,http://image.tmdb.org/t/p/original//aBVKjA5A0JkKBKJfIMvhTSdRSn3.jpg
4615,Pierrot le Fou,2786,"Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run.",http://image.tmdb.org/t/p/original//eBfWgh4txJ255meWlHj6bJvKxKS.jpg
4616,Sisters in Law,87943,"Set in Kumba in South West Cameroon Sisters in Law follows Adultery, Rape and Abuse cases led by a Female Judge.",https://i.stack.imgur.com/Q3vyk.png
4617,Ayurveda: Art of Being,73981,"Ayurveda is a science of life and a healing art, where body, mind and spirit are given equal importance. This voyage of thousands of miles across India and abroad takes you on a unique poetic journey, where we encounter remarkable men of medicine or simply a villager who lives in harmony with nature. ""Hope is nature's way of enabling us to survive so that we can discover nature itself.""",https://i.stack.imgur.com/Q3vyk.png
4618,Nothing But a Man,91721,A proud black man and his school-teacher wife face discriminatory challenges in 1960s America.,http://image.tmdb.org/t/p/original//6vWkmRHsX1yIUJSimDKEJLU4UkD.jpg
4619,"First Love, Last Rites",118452,Joey and Sissel are two misfits spending most of their time together talking or having sex. Gradually and slowly their relationships are becoming boring for them.,https://i.stack.imgur.com/Q3vyk.png
4620,Fighting Tommy Riley,47534,"An aging trainer and a young fighter, both in need of a second chance, team-up to overcome the demons of their past...and chase the dreams of their future.",http://image.tmdb.org/t/p/original//t1KSubfkVRjbs4Hf3Yumc72MvkM.jpg
4621,Royal Kill,40914,"A fearsome warrior from the Kingdom of Samarza arrives in America to assassinate a high school girl. The girl does not know it, but she is the last living heir to the Kingdom. A noble guard arrives in America to protect the young princess.",http://image.tmdb.org/t/p/original//bfvSyXcyyBoXKsquUSXrMYtvDX5.jpg
4622,The Looking Glass,365052,"Troubled 13-year-old Julie loses her mother and must go to Indiana to live with her grandmother Karen. A former star of stage and screen, Karen has the early stages of Alzheimer's and wants to pass on all she knows to her granddaughter before it's too late. Will their troubled relationship allow this to happen?",http://image.tmdb.org/t/p/original//2DddsZbo5oBnKveKiA0JmHZMMFv.jpg
4623,Death Race 2000,13282,"In a boorish future, the government sponsors a popular, but bloody, cross-country race in which points are scored by mowing down pedestrians. Five teams, each comprised of a male and female, compete using cars equipped with deadly weapons. Frankenstein, the mysterious returning champion, has become America's hero, but this time he has a passenger from the underground resistance.",http://image.tmdb.org/t/p/original//mIKixibiKnUqTmxJ3IdSK8HoPmK.jpg
4624,Locker 13,250184,"The story of Skip, a young ex-convict who takes a position as a night janitor at an old-west theme park. His supervisor Archie, teaches him the ropes, but more importantly attempts to convey critical philosophical messages through a series of four stories: a down and out boxer is given the opportunity to become a real golden gloves killer; an assassin kidnaps three people in order to find out who hired him for his latest hit; a new recruit is initiated into a lodge of fez-wearing businessmen where hazing can take a malevolent turn; and a member of a suicide club introduces real fear into a man about to jump to his death.",http://image.tmdb.org/t/p/original//3xCBGbmCNBzXzg472iBC7PrwRSY.jpg
4625,Midnight Cabaret,426067,"A Broadway producer puts on a play with a Devil character in it. Soon the actors begin having nightmares, and events that are mentioned in the play really start happening.",https://i.stack.imgur.com/Q3vyk.png
4626,Anderson's Cross,324352,"Nick Anderson, Kevin Daniels, and Tracey Green do everything together. They are the best of friends, and yet they couldn't be more different. Neighbors from adolescence, they finish each other's thoughts and sentences, joys and pains, happiness and tears. Using Nick's house as their own members only clubhouse, they escape into their own world of contentment. Yet the inevitable intrusion of others tests their stability in ways never imagined.",http://image.tmdb.org/t/p/original//zBFUv1EjHqLaDI38sgaBoEnhepL.jpg
4627,Bizarre,318040,"Maurice, a reticent young homeless man, somehow manages to get by in Brooklyn; he spends his nights in parked cars until he finds himself at Bizarre, an underground club renowned for its burlesque shows. Maurice is fascinated by the club’s playful revues celebrating self-determined sexuality and creative otherness, and the two female club owners both adore him. He soon becomes a part of their self-selected family, and begins to bond with introverted Luka. But Maurice turns his back on Luka’s growing affection. Running away from his true emotions he drifts aimlessly through the city. He tries to find his feet at a boxing club, where he meets Charlie. Unable to withstand the pressure of his repressed feelings, Maurice unleashes a mounting foment of emotions, pervaded by tenderness and menace.",http://image.tmdb.org/t/p/original//pbuL9CcBAQMFgXboOV1iFOCYd4B.jpg
4628,Graduation Day,27420,"After a high school track runner, named Laura, suddenly dies from a heart attack after finishing a 30-second 200-meter race, a killer wearing a sweat suit and a fencing mask begins killing off her friends on the school track team one by one. The suspects include the track coach Michaels, Laura's sister Anne who arrives in town for the funeral, the creepy school principal Mr. Guglione, and Laura's strange boyfriend Kevin.",http://image.tmdb.org/t/p/original//mt2xO12CTV1BHEZhxN1RsN3GqJA.jpg
4629,Some Guy Who Kills People,80468,"A former mental patient's repressed anger reaches the boiling point, leading him to embark on a mission of revenge against the thugs who once subjected him to severe physical and mental trauma.",http://image.tmdb.org/t/p/original//5ciFbuMb236V8GtOceIjdgeCHmp.jpg
4630,Compliance,84188,"Sandra is the manager at a fast-food restaurant, and Becky is her teenaged counter girl who really needs the job. One stressful day, a police officer telephones and accuses Becky of stealing money from a customer’s purse, which Becky vehemently denies. Sandra, overwhelmed by her managerial responsibilities, complies with the officer’s orders to detain Becky, beginning a nightmare that tragically blurs the lines between expedience, prudence, legality and reason.",http://image.tmdb.org/t/p/original//bLdu28fr9txYlHLmEOyGplDT3nH.jpg
4631,Chasing Amy,2255,"Holden and Banky are comic book artists. Everything is going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",http://image.tmdb.org/t/p/original//eFhPqkNmRDfRHyQiUzUdoQjpwgh.jpg
4632,Lovely & Amazing,50035,Self-esteem and insecurity are at the heart of this comedy about the relationship between a mother and her three confused daughters.,http://image.tmdb.org/t/p/original//4HZ7Y7N4KHapO5ylOY8BePQYC5X.jpg
4633,Death Calls,300327,"An action-packed love story on the Mexican border featuring oppression, revenge, reincarnation and rebirth.",https://i.stack.imgur.com/Q3vyk.png
4634,Better Luck Tomorrow,14290,A group of over-achieving Asian-American high school seniors enjoy a power trip when they dip into extra-curricular criminal activities.,http://image.tmdb.org/t/p/original//alJULQQnuiYXjgVmj2EYgwXOcIn.jpg
4635,The Incredibly True Adventure of Two Girls In Love,29371,An adventurous love story between two young women of different social and economic backgrounds who find themselves going through all the typical struggles of a new romance.,http://image.tmdb.org/t/p/original//1FNBqreF7qn5qoOwhPvxfuqVXmc.jpg
4636,Chuck & Buck,44490,"Buck is a man-child who has lived his existence in a life of kindergarten collages and lollipops. Buck remembers his old childhood friend Chuck, with whom he feels a need to reconnect with after having invited him to his mother's funeral. Buck treks out to LA where Chuck, now a music record executive, is living his life. Buck ends up developing an obsession with Chuck and begins stalking him.",http://image.tmdb.org/t/p/original//1WhN17BjEMc3qfKmJvYypYXE86G.jpg
4637,American Desi,32222,"This is a fun-loving romantic comedy reminiscent of the great teen films of the 80's.From Kris, an All-American boy from India, to Ajay, an Afro-Centric Hindu homeboy, to Farah, a devoutly religious but modern Muslim girl, 'American Desi' tells the story of a unique set of characters and their culture from a decidedly hip and youthful point of view.",https://i.stack.imgur.com/Q3vyk.png
4638,Amidst the Devil's Wings,378237,"Prequel to ""5th of a Degree.""",http://image.tmdb.org/t/p/original//akV2i3dRYbWDNZ7PEJOpcclSpQY.jpg
4639,Cube,431,Seven strangers are taken out of their daily lives and placed mysteriously in a deadly cube where they all agree they must find their way out.,http://image.tmdb.org/t/p/original//iNwm6fpDqQ4WjwhYI8EW6LPklod.jpg
4640,Love and Other Catastrophes,76996,A day in the life of two film-school students trying to find love and another house-mate.,http://image.tmdb.org/t/p/original//dhlW5z7HSFZDUIYu85PuPdriY4L.jpg
4641,I Married a Strange Person!,51942,"A newlywed develops a strange lump on his neck that gives him the ability to transform people or objects at will. His wife is very upset. Meanwhile, the CEO of Smilecorp learns of this man and his ability and sees a way to achieve world domination if only the man can be taken alive. Animated movie by Bill Plympton.",http://image.tmdb.org/t/p/original//QSqcWpefohh9kyMoFB1DChEzu7.jpg
4642,November,1424,"Sophie Jacobs is going through the most difficult time of her life. Now, she just has to find out if it's real.",http://image.tmdb.org/t/p/original//qqCn3bYlG85dlVdUBd5Vjv3i0Qg.jpg
4643,Like Crazy,60420,"A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa.",http://image.tmdb.org/t/p/original//8eIhNKnRfayRwWChx0atZh4vGua.jpg
4644,Teeth and Blood,325123,"A beautiful diva is murdered on the set of horror director Vincent Augustine's latest film ""Chapel Blood."" Somewhere between the crime scene and the coroner's van, the body mysteriously disappears. Meanwhile, the city's supply of donated blood is being dangerously depleted. Suspecting a connection between the events, detectives Mike Hung and Sasha Colfax go undercover at the studio to investigate. Their attempt to crack the case quickly turns into a desperate battle for survival when they uncover an age-old war between rival vampire covens that threatens to consume humanity in a final, grisly assault of Teeth and Blood!",http://image.tmdb.org/t/p/original//str9ckfPjtAuSCpBgmxxEeKwy1N.jpg
4645,Sugar Town,142132,"Look at the lives of struggling L.A. scene rock stars follows main character, Gwen, on her quest for the top. Working as an assistant to a film production designer, she tries to steal her boy friend who is a music producer by offering sexual favors. The producer meanwhile is trying to orchestrate a comeback for a former glam band comprised of Michael Des Barres, John Taylor and Martin Kemp. Rosanna Arquette plays the former movie star wife of the lead singer, who is fretting because she has just been offered the role as the mother of one of the new ingenious. Beverly D'Angelo also shows up as a millionairess who agrees to bankroll the group, but only if she gets a roll in the hay with the lead singer. All of the career problems, including drug proclivity, are represented in this film.",http://image.tmdb.org/t/p/original//9VpZ9apNn5uym9TYEtYEhMYOTEX.jpg
4646,The Motel,20520,"Thirteen-year-old Ernest Chin lives and works at a sleazy hourly-rate motel on a strip of desolate suburban bi-way. Misunderstood by his family and blindly careening into puberty, Ernest befriends Sam Kim, a self-destructive yet charismatic Korean man who has checked in. Sam teaches the fatherless boy all the rites of manhood.",http://image.tmdb.org/t/p/original//noWz7U8XokNRY2k7jei1gR6zQf.jpg
4647,The Canyons,109729,"The discovery of an illicit love affair leads two young Angelenos on a violent, sexually charged tour through the dark side of human nature.",http://image.tmdb.org/t/p/original//5tZR5o2KJXY6UGxoCsuCmZqROwO.jpg
4648,On the Outs,78307,"Follows the choices made by three young women - one a drug dealer, one an addict, one a pregnant teen - in Jersey City.",https://i.stack.imgur.com/Q3vyk.png
4649,Shotgun Stories,12247,"Shotgun Stories tracks a feud that erupts between two sets of half brothers following the death of their father. Set against the cotton fields and back roads of Southeast Arkansas, these brothers discover the lengths to which each will go to protect their family.",http://image.tmdb.org/t/p/original//xHVBfJ5toapeosFwHGTmvBVTbY2.jpg
4650,Exam,29917,The final candidates for a highly desirable corporate job are locked together in an exam room and given a test so simple and confusing that tension begins to unravel.,http://image.tmdb.org/t/p/original//i1J2zBCyOQJKsQipqJ0qXERC1Ma.jpg
4651,The Sticky Fingers of Time,70687,"A 1950s author (Terumi Matthews) is transported to 1990s Brooklyn, where she meets a woman (Nicole Zaray) who reads about her life.",https://i.stack.imgur.com/Q3vyk.png
4652,Sunday School Musical,60463,Two competing groups of high school students must rally together and enter a song and dance competition in order to save their church from closing.,http://image.tmdb.org/t/p/original//vs7wexp8wnSpjQjpO3dM50E8ZJO.jpg
4653,Rust,46252,"In the midst of a midlife crisis of faith, a man finds hope where he least expects it – his hometown. James Moore (Golden Globe nominee Corbin Bernsen) is a former pastor who returns home to discover a family new to the area has been killed in a mysterious fire, and his childhood friend is implicated in the murder. Convinced of his friend’s innocence, James sets out on a mission to find the truth… and in the process, rediscovers his own lost faith. An uplifting drama about faith, family, and the powerful ties that bind a community together.",http://image.tmdb.org/t/p/original//4f08y1AJ7LD3qpOVOShtMPOiWCe.jpg
